customer_id,age,monthly_income,emi,credit_card_due,emi_to_income_ratio,credit_utilization,missed_payments,salary_delay,job_loss,avg_balance,balance_drop_ratio,atm_withdrawals,spending_change,bill_delay_count,account_tenure
CUST003839,43,110195,15541,17471,0.14,0.37,0,0,0,215399,0.06,2,0.12,1,46
CUST003840,24,165115,28064,24163,0.17,0.29,0,0,0,414336,0.17,2,0.06,0,42
CUST003841,37,67098,25462,5367,0.38,0.67,0,1,0,56278,0.23,10,-0.23,3,99
CUST003842,56,129379,30293,15674,0.23,0.26,0,0,0,182882,0.11,2,-0.13,1,83
CUST003843,43,70103,19369,26764,0.28,0.46,3,0,0,75264,0.34,9,-0.28,4,100
CUST003844,26,117223,53825,25449,0.46,0.8,0,0,0,142449,0.29,9,0.06,2,43
CUST003845,35,105172,33033,32234,0.31,0.77,1,0,0,131020,0.31,8,0.07,4,41
CUST003846,26,151447,28613,26343,0.19,0.27,0,0,0,321985,0.13,2,0.05,2,82
CUST003847,52,93809,25045,14894,0.27,0.36,0,0,0,276310,0.0,2,0.11,2,82
CUST003848,33,152255,58292,27257,0.38,0.59,2,0,0,57355,0.27,10,0.09,1,34
CUST003849,49,139755,44689,10788,0.32,0.59,0,0,0,270488,0.0,4,0.11,0,115
CUST003850,31,29175,12235,5382,0.42,0.55,0,1,0,15917,0.16,8,-0.07,1,42
CUST003851,58,177676,28320,25263,0.16,0.29,0,0,0,406278,0.08,6,-0.04,0,40
CUST003852,56,71637,18672,8052,0.26,0.7,1,0,0,75148,0.4,11,-0.07,1,38
CUST003853,25,69474,14164,10697,0.2,0.25,0,0,0,169571,0.21,1,0.14,0,26
CUST003854,59,218851,53630,9515,0.25,0.34,0,0,0,331195,0.0,7,0.08,0,118
CUST003855,37,134171,32769,9972,0.24,0.25,0,0,0,120753,0.06,10,0.05,0,19
CUST003856,46,145988,18468,24856,0.13,0.25,2,0,0,456916,0.12,5,0.09,0,18
CUST003857,39,194450,46256,42788,0.24,0.18,0,0,0,320300,0.11,4,-0.07,1,79
CUST003858,41,76004,30734,43188,0.4,0.88,2,1,1,31836,0.5,7,-0.37,4,29
CUST003859,36,65635,28663,15154,0.44,0.69,0,1,0,85521,0.24,8,-0.06,2,71
CUST003860,38,154628,55044,36192,0.36,0.69,1,0,0,123724,0.29,12,-0.2,3,4
CUST003861,35,104200,24593,19134,0.24,0.37,1,0,0,248153,0.03,3,-0.07,0,32
CUST003862,34,48255,4581,10664,0.09,0.12,1,0,0,93508,0.16,4,-0.01,1,19
CUST003863,22,205489,49585,22977,0.24,0.43,0,0,0,357339,0.02,2,0.12,1,110
CUST003864,49,190836,54985,5725,0.29,0.52,0,0,0,513508,0.06,3,-0.03,0,54
CUST003865,57,153088,36846,21343,0.24,0.31,0,0,0,272920,0.15,5,-0.01,1,25
CUST003866,54,149757,33095,31751,0.22,0.2,0,0,0,202740,0.02,1,-0.04,0,75
CUST003867,45,93548,38267,24923,0.41,0.6,1,0,0,80449,0.48,12,-0.22,0,96
CUST003868,44,94089,37904,13560,0.4,0.63,2,0,0,140224,0.08,9,-0.05,0,103
CUST003869,44,106526,25923,20344,0.24,0.21,1,0,0,156256,0.11,1,0.03,0,116
CUST003870,43,80256,29936,8866,0.37,0.08,0,0,0,115469,0.14,2,0.08,0,10
CUST003871,36,186105,24816,29098,0.13,0.43,0,0,0,344896,0.0,5,0.17,3,102
CUST003872,27,178025,33614,31728,0.19,0.31,0,0,0,569530,0.1,5,0.11,0,118
CUST003873,55,52474,19607,22251,0.37,0.56,1,0,0,73718,0.37,8,-0.33,2,41
CUST003874,59,116315,54349,47449,0.47,0.61,4,0,0,55914,0.22,9,-0.18,2,30
CUST003875,56,83710,25798,23984,0.31,0.42,0,1,0,99908,0.27,7,-0.05,0,106
CUST003876,57,58946,17541,9391,0.3,0.31,0,0,0,107940,0.09,6,-0.04,0,108
CUST003877,49,199943,32435,22972,0.16,0.27,1,0,0,747807,0.15,6,-0.08,2,64
CUST003878,31,191789,46360,5753,0.24,0.26,0,0,0,247533,0.18,2,-0.09,0,3
CUST003879,24,136122,48314,16940,0.35,0.28,0,0,0,399177,0.1,4,0.14,2,115
CUST003880,30,137907,28388,17496,0.21,0.35,1,0,0,330913,0.15,0,0.13,0,9
CUST003881,38,111063,14268,10008,0.13,0.19,1,0,0,174148,0.08,4,0.14,1,73
CUST003882,22,96346,49145,23337,0.51,0.99,3,1,0,46569,0.62,7,-0.18,4,92
CUST003883,29,101414,17677,24328,0.17,0.29,1,1,0,184998,0.09,4,0.12,1,51
CUST003884,40,104865,57675,24427,0.55,0.66,0,0,0,70920,0.44,5,0.1,1,69
CUST003885,57,178157,25256,19405,0.14,0.47,0,0,0,273685,0.14,5,0.05,1,103
CUST003886,30,88728,55755,27488,0.63,0.87,4,0,0,39984,0.44,14,-0.48,3,99
CUST003887,58,18888,8439,6951,0.45,0.89,6,1,0,9679,0.42,10,-0.27,4,41
CUST003888,24,116889,60391,42175,0.52,0.72,6,1,0,40382,0.5,14,-0.05,3,92
CUST003889,28,63615,13928,12766,0.22,0.28,0,0,0,118151,0.09,2,0.17,1,100
CUST003890,54,67259,28658,15146,0.43,0.35,1,1,0,76482,0.27,12,-0.01,1,53
CUST003891,36,72013,24579,7579,0.34,0.51,3,1,0,52355,0.09,8,-0.12,0,77
CUST003892,22,154754,42800,41034,0.28,0.49,1,1,0,131517,0.42,9,-0.31,0,84
CUST003893,42,49683,22360,10227,0.45,0.57,0,0,0,66420,0.47,6,-0.2,0,12
CUST003894,57,107830,65980,37104,0.61,0.72,1,0,1,24928,0.34,9,-0.18,4,90
CUST003895,47,169363,43016,32567,0.25,0.3,1,0,0,505627,0.06,5,-0.0,1,49
CUST003896,42,70129,9340,10441,0.13,0.26,1,0,0,157284,0.23,5,0.18,1,24
CUST003897,32,157816,50077,31527,0.32,0.32,0,0,0,390589,0.12,2,0.07,0,91
CUST003898,52,42191,25967,6007,0.62,0.79,2,1,0,25918,0.36,7,-0.21,8,12
CUST003899,33,137065,39236,15771,0.29,0.41,1,0,0,394561,0.17,1,0.0,3,30
CUST003900,26,77208,48120,19146,0.62,0.99,4,0,0,50952,0.45,9,-0.21,5,44
CUST003901,54,30347,7823,10627,0.26,0.48,3,0,0,26928,0.37,5,-0.18,3,33
CUST003902,24,25752,13986,6672,0.54,0.79,2,1,0,6876,0.64,17,-0.21,3,72
CUST003903,27,25453,7513,11453,0.3,0.57,2,1,1,31109,0.23,10,0.3,4,22
CUST003904,54,18610,10686,10021,0.57,0.89,2,1,1,7365,0.41,11,-0.04,2,2
CUST003905,40,193918,57298,30345,0.3,0.4,1,0,0,377068,0.06,5,0.25,0,4
CUST003906,25,94409,21154,5978,0.22,0.28,0,0,0,217580,0.02,5,0.05,2,23
CUST003907,52,82245,28382,31067,0.35,0.69,1,0,0,21728,0.21,5,0.18,2,24
CUST003908,27,107545,58282,49131,0.54,0.7,0,0,0,42063,0.42,14,-0.12,5,112
CUST003909,59,93233,52278,37510,0.56,0.83,1,0,0,63187,0.54,13,-0.13,2,48
CUST003910,49,91528,13156,8595,0.14,0.15,0,0,0,198178,0.14,2,0.06,1,91
CUST003911,49,208075,63604,43879,0.31,0.39,1,0,0,544724,0.12,2,-0.07,0,4
CUST003912,55,76531,10147,21526,0.13,0.31,0,0,0,232212,0.06,3,-0.09,2,114
CUST003913,40,101396,39228,17092,0.39,0.62,1,0,0,94476,0.44,9,-0.12,2,120
CUST003914,32,180918,27416,29246,0.15,0.25,0,0,0,482472,0.05,2,-0.07,0,76
CUST003915,27,95635,15988,13557,0.17,0.41,0,0,0,200002,0.12,2,0.01,1,64
CUST003916,60,113446,44161,38326,0.39,0.63,2,0,0,74803,0.2,6,-0.19,1,118
CUST003917,56,68966,36083,21795,0.52,0.93,1,1,0,49540,0.51,11,0.04,2,107
CUST003918,28,42160,15479,11794,0.37,0.48,0,1,0,46414,0.4,5,-0.4,1,86
CUST003919,44,107770,20958,15632,0.19,0.35,0,0,0,217505,0.0,6,0.03,1,19
CUST003920,52,70990,29578,25082,0.42,0.93,4,1,0,28162,0.44,9,0.2,4,25
CUST003921,24,170940,40883,17435,0.24,0.18,0,0,0,563612,0.25,3,0.12,0,118
CUST003922,58,48842,20844,14011,0.43,0.69,1,0,0,41989,0.27,7,0.3,0,13
CUST003923,41,128333,53117,42321,0.41,0.46,1,0,0,128518,0.3,9,0.02,1,117
CUST003924,33,108969,28340,26050,0.26,0.88,1,0,0,127182,0.29,6,-0.03,1,37
CUST003925,33,209191,56449,39587,0.27,0.36,0,0,0,666970,0.08,4,0.06,1,38
CUST003926,48,66597,19715,1997,0.3,0.2,0,0,0,141991,0.13,2,-0.01,1,49
CUST003927,52,129283,43043,29573,0.33,0.4,0,0,0,358675,0.17,5,0.25,0,14
CUST003928,60,125189,14994,31967,0.12,0.3,1,0,0,249793,0.01,3,0.05,2,50
CUST003929,39,59448,11917,8357,0.2,0.34,0,0,0,143803,0.13,3,0.08,1,99
CUST003930,23,68379,14935,7848,0.22,0.5,0,0,0,156134,0.04,5,0.07,0,25
CUST003931,58,194756,40974,24932,0.21,0.43,0,0,0,543294,0.14,4,-0.08,0,96
CUST003932,41,57571,7630,10246,0.13,0.24,0,0,0,134385,0.0,5,0.13,0,95
CUST003933,24,145899,36950,23288,0.25,0.56,0,0,0,505310,0.11,4,0.07,1,39
CUST003934,55,158719,50498,24223,0.32,0.47,1,0,0,168203,0.11,5,-0.02,0,7
CUST003935,54,71737,27052,9724,0.38,0.77,0,0,0,61073,0.45,3,-0.23,1,109
CUST003936,23,101228,11190,9448,0.11,0.3,0,0,0,185662,0.11,5,0.13,0,117
CUST003937,32,103082,25926,7022,0.25,0.16,1,0,0,218269,0.07,0,0.12,1,115
CUST003938,25,78374,31515,12164,0.4,0.71,0,0,0,115781,0.27,6,-0.2,2,92
CUST003939,57,205698,46343,30346,0.23,0.2,1,0,0,521789,0.07,1,0.14,1,82
CUST003940,45,75495,18449,10789,0.24,0.27,0,0,0,187615,0.09,2,0.02,0,27
CUST003941,21,49508,23308,15898,0.47,0.88,5,1,1,18548,0.55,12,-0.25,3,116
CUST003942,42,127214,37870,30496,0.3,0.55,0,1,0,156378,0.38,9,-0.39,1,23
CUST003943,44,130371,59652,37000,0.46,0.66,2,1,0,117383,0.17,5,-0.31,1,118
CUST003944,30,109532,21560,20028,0.2,0.23,0,0,0,244230,0.0,5,0.08,0,77
CUST003945,37,135845,56666,37658,0.42,0.51,2,0,0,121172,0.48,10,-0.04,3,113
CUST003946,40,96464,48297,22724,0.5,0.65,0,0,0,120124,0.27,14,-0.13,0,27
CUST003947,21,153433,29882,23216,0.19,0.47,0,0,0,371176,0.17,7,-0.08,0,54
CUST003948,33,172983,45736,34853,0.26,0.31,1,0,0,346039,0.2,1,0.09,1,105
CUST003949,21,148669,46234,19519,0.31,0.3,0,0,0,346273,0.08,2,-0.05,0,81
CUST003950,49,218791,32789,7594,0.15,0.26,1,0,0,256801,0.02,5,0.15,0,17
CUST003951,25,54984,15827,21750,0.29,0.8,1,1,1,64523,0.24,5,-0.12,0,82
CUST003952,52,93066,33059,4419,0.36,0.31,0,0,0,265341,0.02,2,0.03,0,9
CUST003953,31,112239,31125,15564,0.28,0.36,1,0,0,360078,0.12,1,0.11,0,95
CUST003954,46,88288,36579,44791,0.41,0.79,0,1,1,30500,0.48,6,-0.4,6,37
CUST003955,57,73440,23218,6561,0.32,0.33,0,0,0,97016,0.14,3,-0.08,0,34
CUST003956,46,77986,30385,9170,0.39,0.56,2,0,0,88601,0.43,8,-0.22,4,106
CUST003957,56,83269,35462,14914,0.43,0.78,3,1,1,46788,0.47,15,-0.6,2,109
CUST003958,54,167934,37325,21310,0.22,0.17,1,0,0,323696,0.02,2,0.01,0,5
CUST003959,28,54969,8194,10475,0.15,0.44,0,0,0,113985,0.11,2,-0.06,1,30
CUST003960,32,42668,18454,11622,0.43,0.73,0,0,0,55242,0.28,10,0.03,1,11
CUST003961,60,159847,35351,40873,0.22,0.18,0,0,0,408212,0.09,4,0.2,0,48
CUST003962,49,35761,18727,4799,0.52,0.57,2,0,0,33529,0.17,7,0.23,0,77
CUST003963,53,74537,17371,17791,0.23,0.6,0,0,0,108279,0.14,8,0.13,1,99
CUST003964,41,28725,12603,8198,0.44,0.79,0,0,0,42461,0.34,7,-0.21,0,6
CUST003965,42,50873,21659,20838,0.43,0.74,4,1,0,23934,0.66,9,-0.25,6,111
CUST003966,43,44299,17715,9395,0.4,0.77,5,1,1,7621,0.44,15,-0.12,8,60
CUST003967,24,67811,29198,33444,0.43,0.8,3,1,0,27637,0.53,18,-0.05,7,51
CUST003968,39,61685,17895,8780,0.29,0.23,0,0,0,200166,0.04,6,-0.05,0,65
CUST003969,33,217493,18298,20087,0.08,0.36,1,0,0,311688,0.12,9,-0.02,1,43
CUST003970,22,140482,55381,37958,0.39,0.48,2,0,0,69062,0.29,12,-0.02,1,112
CUST003971,36,183557,55936,18717,0.3,0.19,0,0,0,536906,0.16,4,0.06,0,78
CUST003972,31,188425,30976,36167,0.16,0.38,0,0,0,220676,0.02,5,-0.0,0,19
CUST003973,24,107753,53827,20716,0.5,0.58,2,1,0,26978,0.5,14,-0.19,3,15
CUST003974,54,49577,7147,3775,0.14,0.29,0,0,0,66977,0.11,5,-0.01,1,69
CUST003975,31,109320,44986,32359,0.41,0.42,1,1,0,158013,0.11,6,-0.12,1,93
CUST003976,30,72208,22860,12511,0.32,0.56,0,0,0,127651,0.02,1,0.13,0,116
CUST003977,21,25896,11949,9994,0.46,0.53,0,0,0,23768,0.45,10,-0.17,2,49
CUST003978,45,193623,40782,26620,0.21,0.25,0,0,0,353515,0.17,3,0.14,1,99
CUST003979,35,209701,60349,36520,0.29,0.3,0,0,0,539880,0.0,8,0.19,2,98
CUST003980,55,50188,12949,9086,0.26,0.23,0,1,0,105290,0.13,1,0.18,0,10
CUST003981,51,126201,40957,24446,0.32,0.76,0,1,0,164324,0.21,8,-0.45,1,120
CUST003982,60,162878,26211,23899,0.16,0.21,1,0,0,286435,0.04,3,0.04,0,50
CUST003983,36,82298,52183,42524,0.63,0.93,0,1,0,45000,0.58,14,-0.32,0,88
CUST003984,43,144271,57805,50055,0.4,0.53,1,1,0,111723,0.32,8,-0.01,0,82
CUST003985,30,185628,55794,43556,0.3,0.3,1,0,0,470850,0.2,0,0.07,1,59
CUST003986,35,55599,18901,22631,0.34,0.85,1,0,0,14464,0.43,16,-0.49,3,19
CUST003987,32,92426,34039,28434,0.37,0.62,4,0,0,122597,0.47,5,0.02,3,50
CUST003988,44,20744,10919,4871,0.53,0.99,4,1,0,6699,0.45,7,-0.48,2,95
CUST003989,40,56155,8203,5292,0.15,0.25,1,0,0,110854,0.14,3,-0.11,0,19
CUST003990,55,104502,39342,4410,0.38,0.38,0,0,0,191485,0.0,5,-0.0,3,110
CUST003991,29,100116,59173,32274,0.59,0.91,4,1,0,21659,0.59,12,0.15,1,108
CUST003992,46,154504,44715,27080,0.29,0.37,1,0,0,527438,0.08,3,0.22,1,54
CUST003993,49,146827,36987,21254,0.25,0.41,0,0,0,270188,0.06,5,0.0,1,57
CUST003994,42,219423,36830,22052,0.17,0.38,0,0,0,567337,0.1,3,-0.02,1,42
CUST003995,54,109489,8759,3284,0.08,0.26,0,0,0,98540,0.22,6,0.07,0,27
CUST003996,33,96013,20716,12578,0.22,0.39,0,0,0,219643,0.02,4,-0.07,2,73
CUST003997,60,78735,28730,31881,0.36,0.89,1,0,1,19856,0.47,6,-0.19,2,47
CUST003998,47,213820,54314,43666,0.25,0.28,2,1,0,644974,0.1,1,0.16,0,48
CUST003999,46,168268,31153,30900,0.19,0.46,0,0,0,450880,0.09,3,-0.07,1,19
CUST004000,49,208471,40406,8473,0.19,0.18,0,0,0,417586,0.13,6,-0.07,0,39
CUST004001,33,133521,26244,17699,0.2,0.34,0,0,0,120168,0.06,3,0.06,0,28
CUST004002,31,145739,29915,26373,0.21,0.28,1,0,0,211597,0.14,5,0.0,0,85
CUST004003,48,76062,35158,30928,0.46,0.71,3,1,1,47131,0.41,13,-0.16,3,24
CUST004004,34,193738,46134,30008,0.24,0.4,0,0,0,355002,0.1,3,0.07,1,50
CUST004005,38,65856,20086,23648,0.3,0.44,0,0,0,52351,0.1,7,-0.07,6,96
CUST004006,57,76854,26783,24395,0.35,0.72,1,0,0,65804,0.26,9,0.1,1,101
CUST004007,41,109408,17753,14110,0.16,0.38,1,0,0,189627,0.2,4,0.03,0,60
CUST004008,29,81790,29277,31150,0.36,0.97,2,1,0,41971,0.4,12,-0.29,1,98
CUST004009,60,209648,49694,32456,0.24,0.46,0,1,0,531765,0.11,3,0.04,1,68
CUST004010,27,26566,14434,10979,0.54,0.86,4,1,0,10346,0.43,5,-0.04,3,101
CUST004011,21,58828,14897,10163,0.25,0.16,1,0,1,168148,0.0,4,-0.1,1,118
CUST004012,26,138505,40582,24512,0.29,0.3,0,0,0,382399,0.22,1,0.1,2,41
CUST004013,30,125625,16978,13938,0.14,0.43,0,0,0,279426,0.0,3,-0.07,0,28
CUST004014,44,107706,47283,20242,0.44,0.55,1,0,0,153436,0.08,12,0.18,2,80
CUST004015,49,113767,34384,27371,0.3,0.57,0,0,0,118032,0.31,7,0.03,1,61
CUST004016,39,51607,17033,13698,0.33,0.69,2,0,0,19665,0.24,10,-0.1,2,39
CUST004017,31,64850,25353,22359,0.39,0.5,2,0,0,74672,0.52,18,-0.31,1,116
CUST004018,28,207080,37224,29710,0.18,0.37,1,0,0,213014,0.2,3,0.17,0,69
CUST004019,56,209805,51918,37319,0.25,0.32,0,0,0,363282,0.02,3,0.14,0,71
CUST004020,38,110376,36302,19708,0.33,0.49,0,0,0,292743,0.19,4,0.06,0,89
CUST004021,30,76314,53197,22271,0.7,0.94,3,0,0,32296,0.51,20,-0.06,3,117
CUST004022,23,144863,31938,14917,0.22,0.32,0,0,0,526055,0.11,5,-0.01,1,18
CUST004023,51,50230,10352,9173,0.21,0.25,0,0,0,155742,0.13,3,0.1,0,22
CUST004024,44,140588,56695,32478,0.4,0.35,2,0,0,97464,0.08,9,-0.07,3,120
CUST004025,32,30205,10863,9227,0.36,0.61,2,0,0,39868,0.16,8,-0.31,0,58
CUST004026,57,62535,26346,14667,0.42,0.93,1,0,0,20604,0.42,13,-0.14,1,45
CUST004027,44,41230,24458,20025,0.59,0.99,2,0,1,16156,0.56,18,-0.12,5,9
CUST004028,40,148184,30810,17989,0.21,0.4,2,0,0,304271,0.25,1,0.0,0,87
CUST004029,28,105674,53267,63404,0.5,0.87,2,0,1,73373,0.54,10,-0.51,4,120
CUST004030,41,66777,9055,9897,0.14,0.46,0,1,0,68076,0.0,4,-0.09,0,38
CUST004031,52,208017,44212,22510,0.21,0.28,1,0,0,510262,0.1,7,-0.05,1,3
CUST004032,47,65869,35376,39521,0.54,0.81,3,1,0,51315,0.54,9,-0.29,2,22
CUST004033,33,54732,29786,25932,0.54,0.97,2,1,0,25709,0.36,14,-0.22,2,66
CUST004034,22,59755,26531,17698,0.44,0.99,1,1,0,13321,0.63,9,0.1,5,63
CUST004035,24,49300,34510,17133,0.7,0.88,3,1,0,14918,0.44,12,0.09,4,84
CUST004036,37,138495,67105,43576,0.48,0.48,3,1,0,62553,0.2,8,-0.23,0,58
CUST004037,38,217148,59064,31380,0.27,0.21,0,0,0,264489,0.17,6,0.05,0,96
CUST004038,26,189513,54403,7993,0.29,0.27,0,0,0,341611,0.0,7,-0.07,1,43
CUST004039,60,195379,53991,29471,0.28,0.53,0,0,0,334513,0.17,7,0.0,2,2
CUST004040,45,168239,59054,26844,0.35,0.2,1,0,1,158848,0.2,3,-0.13,0,26
CUST004041,23,115853,37013,14123,0.32,0.21,0,0,0,252571,0.12,2,-0.07,0,89
CUST004042,42,159370,46759,21452,0.29,0.53,3,0,0,219555,0.49,7,-0.34,1,47
CUST004043,48,110704,68721,28247,0.62,0.99,3,0,0,39258,0.47,14,-0.06,2,53
CUST004044,43,113573,27052,20150,0.24,0.43,0,0,0,151095,0.25,2,0.17,1,93
CUST004045,52,114906,37784,9068,0.33,0.38,1,0,0,280266,0.18,4,0.01,0,37
CUST004046,49,67228,19220,2016,0.29,0.5,0,0,0,151994,0.04,4,-0.09,1,118
CUST004047,41,158376,42050,45582,0.27,0.53,3,0,0,170543,0.43,13,0.0,2,111
CUST004048,22,34846,15794,10111,0.45,0.9,0,0,0,4658,0.42,12,-0.29,1,104
CUST004049,27,44507,13874,12324,0.31,0.63,4,0,0,67641,0.08,11,0.18,1,32
CUST004050,25,194922,45977,40873,0.24,0.32,0,0,0,599455,0.0,8,0.02,0,20
CUST004051,26,44768,14027,15555,0.31,0.84,1,0,0,49352,0.29,4,0.3,1,111
CUST004052,21,134426,50053,31434,0.37,0.31,0,0,0,259218,0.0,4,0.07,0,95
CUST004053,60,38479,17626,16336,0.46,0.87,0,1,0,9945,0.5,13,-0.32,4,10
CUST004054,50,111743,32673,29345,0.29,0.57,4,0,0,155052,0.18,9,0.08,2,81
CUST004055,27,56975,24938,15243,0.44,0.6,1,0,0,59629,0.38,8,0.02,2,79
CUST004056,29,66274,13729,4906,0.21,0.53,0,0,0,107098,0.08,6,-0.04,1,26
CUST004057,26,158500,46974,16483,0.3,0.36,0,0,0,324598,0.11,3,0.09,0,1
CUST004058,35,38106,10697,10972,0.28,0.71,0,0,0,29715,0.15,2,-0.12,1,27
CUST004059,45,75499,33775,13234,0.45,0.66,2,1,0,101129,0.33,9,0.06,4,42
CUST004060,33,174840,36895,21079,0.21,0.2,0,0,0,437823,0.05,3,0.02,0,91
CUST004061,32,100514,53671,32470,0.53,0.58,2,0,0,65890,0.4,7,0.03,0,61
CUST004062,58,41060,15108,8514,0.37,0.81,0,0,0,44158,0.35,9,0.09,0,111
CUST004063,53,65855,15590,13185,0.24,0.36,0,0,0,166585,0.12,3,0.1,1,1
CUST004064,33,82720,13799,2481,0.17,0.28,0,0,0,151299,0.19,6,-0.1,0,34
CUST004065,57,109746,48806,47255,0.44,0.64,4,0,0,58078,0.44,6,0.14,6,25
CUST004066,25,94033,16578,3507,0.18,0.25,0,1,0,166805,0.09,2,0.23,1,25
CUST004067,35,128459,47413,33827,0.37,0.75,3,0,0,101365,0.3,3,0.02,2,21
CUST004068,58,133077,41279,26154,0.31,0.62,0,0,0,100539,0.29,4,0.08,3,38
CUST004069,39,156810,18918,37644,0.12,0.36,0,0,0,334531,0.1,3,0.1,1,28
CUST004070,43,108116,18587,13133,0.17,0.43,0,0,0,213417,0.09,4,-0.05,0,95
CUST004071,37,87274,11053,18176,0.13,0.32,0,0,0,202472,0.07,7,0.09,0,37
CUST004072,25,135236,40501,27399,0.3,0.42,0,0,0,222137,0.16,7,-0.03,0,64
CUST004073,24,117044,71462,43312,0.61,0.76,4,1,0,60984,0.47,10,-0.29,6,80
CUST004074,26,141898,50913,44259,0.36,0.41,3,0,0,113784,0.43,8,-0.01,0,87
CUST004075,26,199177,29061,25621,0.15,0.42,0,0,0,425088,0.1,4,-0.01,0,41
CUST004076,44,42269,18180,12176,0.43,0.51,2,0,0,53181,0.2,5,-0.33,1,90
CUST004077,41,138877,36591,32674,0.26,0.47,0,1,0,533540,0.18,6,-0.02,0,58
CUST004078,51,155992,39104,21296,0.25,0.49,1,0,0,115070,0.31,9,-0.3,2,48
CUST004079,52,188108,27898,25788,0.15,0.33,0,0,0,403697,0.11,3,0.06,1,41
CUST004080,33,94969,45160,41462,0.48,0.76,6,1,0,25064,0.5,11,-0.18,3,30
CUST004081,43,166882,42794,27417,0.26,0.23,0,0,0,493350,0.13,6,-0.08,0,53
CUST004082,41,70853,32134,21364,0.45,0.86,0,1,0,24643,0.65,8,-0.1,1,119
CUST004083,50,85025,23474,9887,0.28,0.26,0,1,0,263674,0.08,3,-0.02,1,58
CUST004084,45,51417,6597,7323,0.13,0.31,0,0,0,53559,0.15,6,-0.12,0,54
CUST004085,41,100862,30059,33459,0.3,0.72,1,1,0,59359,0.52,23,-0.03,2,49
CUST004086,44,158870,47832,27890,0.3,0.26,0,0,0,346977,0.08,9,0.01,0,2
CUST004087,32,73210,26623,16127,0.36,0.55,2,0,0,130404,0.28,8,0.04,2,20
CUST004088,22,168807,52135,30111,0.31,0.08,0,0,0,239643,0.12,4,0.11,0,51
CUST004089,42,50683,8438,10064,0.17,0.52,0,0,0,110565,0.13,4,0.13,0,26
CUST004090,31,189003,59488,28891,0.31,0.1,0,0,0,258383,0.18,3,0.1,0,39
CUST004091,33,204075,58659,19243,0.29,0.22,0,0,0,489791,0.1,3,0.04,0,63
CUST004092,48,66896,26155,25433,0.39,0.67,1,0,0,98823,0.41,2,-0.39,3,56
CUST004093,24,72790,11106,10021,0.15,0.36,0,1,0,139416,0.15,4,0.04,0,46
CUST004094,41,169964,31339,32995,0.18,0.13,0,0,0,326769,0.05,2,-0.08,0,91
CUST004095,30,154559,67153,46579,0.43,0.8,0,0,0,143392,0.2,11,-0.03,3,31
CUST004096,47,28399,8383,4377,0.3,0.59,5,1,0,18583,0.17,10,0.01,0,63
CUST004097,31,100635,28177,40356,0.28,0.66,5,0,0,45532,0.55,16,-0.26,3,44
CUST004098,60,205334,26625,6160,0.13,0.33,0,0,0,524153,0.12,4,-0.14,0,55
CUST004099,29,118897,33301,14214,0.28,0.29,0,0,0,115782,0.16,2,0.17,0,68
CUST004100,44,78589,12615,18144,0.16,0.24,1,0,0,195014,0.08,2,0.02,0,104
CUST004101,51,49642,9195,8171,0.19,0.12,1,0,0,160048,0.15,5,0.05,0,9
CUST004102,47,99907,18571,13638,0.19,0.19,0,0,0,123651,0.14,3,-0.17,0,32
CUST004103,35,58964,30045,27217,0.51,0.83,3,1,1,37913,0.42,13,-0.05,3,117
CUST004104,51,98539,40318,26943,0.41,0.62,2,0,0,87275,0.21,9,0.09,0,101
CUST004105,57,131785,28238,17478,0.21,0.38,0,0,0,229305,0.1,6,-0.09,0,102
CUST004106,29,85011,39179,25335,0.46,0.74,2,0,0,122089,0.29,7,-0.13,1,42
CUST004107,60,90299,35662,32126,0.39,0.69,2,1,1,87872,0.28,9,-0.13,0,31
CUST004108,51,50084,7330,5978,0.15,0.24,0,0,0,168351,0.13,1,0.1,0,114
CUST004109,27,83890,24321,11347,0.29,0.4,0,0,0,131399,0.05,2,-0.01,2,50
CUST004110,26,153697,50671,34755,0.33,0.75,2,0,0,176380,0.41,8,-0.04,2,68
CUST004111,38,162829,57242,27399,0.35,0.4,0,1,0,354871,0.14,2,-0.01,0,9
CUST004112,33,117406,22201,24824,0.19,0.37,0,0,0,278464,0.03,2,0.25,0,102
CUST004113,44,40472,13891,12084,0.34,0.73,2,0,0,40757,0.36,7,-0.01,4,109
CUST004114,35,45800,10492,7126,0.23,0.3,0,0,0,65186,0.19,2,0.25,0,82
CUST004115,60,192292,56807,6604,0.3,0.11,0,0,0,446959,0.11,3,0.25,0,62
CUST004116,38,172060,25030,15046,0.15,0.37,0,1,0,296852,0.18,4,0.11,0,41
CUST004117,59,88295,32145,22593,0.36,0.95,4,0,0,45918,0.55,15,0.13,4,114
CUST004118,33,201653,57420,6859,0.28,0.25,0,0,0,488824,0.0,3,-0.03,0,119
CUST004119,39,40876,13468,12635,0.33,0.69,2,0,0,34255,0.15,6,-0.19,2,94
CUST004120,33,157154,59577,36848,0.38,0.49,2,0,0,191522,0.23,8,-0.04,1,68
CUST004121,45,47861,15347,9764,0.32,0.4,0,0,0,104273,0.04,4,0.03,0,55
CUST004122,34,122621,40109,9070,0.33,0.08,0,0,0,219777,0.1,3,0.11,1,19
CUST004123,47,141634,35000,27313,0.25,0.32,0,0,0,363402,0.11,5,0.04,1,11
CUST004124,30,209073,45229,30958,0.22,0.34,0,0,0,261365,0.16,4,0.05,0,58
