customer_id,window_end_day,sequence_risk_score,sequence_window_count
CUST003941,47,0.2107,29
CUST003942,47,0.2581,29
CUST003943,47,0.2591,29
CUST003944,47,0.1086,29
CUST003945,47,0.3101,29
CUST003946,47,0.2814,29
CUST003947,47,0.1388,29
CUST003948,47,0.1843,29
CUST003949,47,0.1081,29
CUST003950,47,0.1189,29
CUST003951,47,0.3385,29
CUST003952,47,0.1174,29
CUST003953,47,0.098,29
CUST003954,47,0.2486,29
CUST003955,47,0.1771,29
CUST003956,47,0.2424,29
CUST003957,47,0.2169,29
CUST003958,47,0.0689,29
CUST003959,47,0.1112,29
CUST003960,47,0.1709,29
CUST003961,47,0.0991,29
CUST003962,47,0.1676,29
CUST003963,47,0.2637,29
CUST003964,47,0.2212,29
CUST003965,47,0.269,29
CUST003966,47,0.2186,29
CUST003967,47,0.1986,29
CUST003968,47,0.1017,29
CUST003969,47,0.0994,29
CUST003970,47,0.1671,29
CUST003971,47,0.084,29
CUST003972,47,0.1342,29
CUST003973,47,0.2351,29
CUST003974,47,0.108,29
CUST003975,47,0.2278,29
CUST003976,47,0.1567,29
CUST003977,47,0.1736,29
CUST003978,47,0.0602,29
CUST003979,47,0.0793,29
CUST003980,47,0.1372,29
CUST003981,47,0.176,29
CUST003982,47,0.0718,29
CUST003983,47,0.4252,29
CUST003984,47,0.2787,29
CUST003985,47,0.1023,29
CUST003986,47,0.2754,29
CUST003987,47,0.2476,29
CUST003988,47,0.2537,29
CUST003989,47,0.1191,29
CUST003990,47,0.1075,29
CUST003991,47,0.2128,29
CUST003992,47,0.1118,29
CUST003993,47,0.1202,29
CUST003994,47,0.0963,29
CUST003995,47,0.1225,29
CUST003996,47,0.102,29
CUST003997,47,0.2914,29
CUST003998,47,0.3008,29
CUST003999,47,0.1412,29
CUST004000,47,0.0762,29
CUST004001,47,0.1097,29
CUST004002,47,0.1107,29
CUST004003,47,0.2961,29
CUST004004,47,0.0959,29
CUST004005,47,0.1587,29
CUST004006,47,0.0982,29
CUST004007,47,0.1304,29
CUST004008,47,0.4004,29
CUST004009,47,0.1886,29
CUST004010,47,0.3681,29
CUST004011,47,0.1177,29
CUST004012,47,0.1041,29
CUST004013,47,0.1381,29
CUST004014,47,0.1341,29
CUST004015,47,0.1842,29
CUST004016,47,0.1637,29
CUST004017,47,0.133,29
CUST004018,47,0.1118,29
CUST004019,47,0.1027,29
CUST004020,47,0.1274,29
CUST004021,47,0.3413,29
CUST004022,47,0.0848,29
CUST004023,47,0.122,29
CUST004024,47,0.1417,29
CUST004025,47,0.2207,29
CUST004026,47,0.3551,29
CUST004027,47,0.3925,29
CUST004028,47,0.1301,29
CUST004029,47,0.2082,29
CUST004030,47,0.2551,29
CUST004031,47,0.0833,29
CUST004032,47,0.2997,29
CUST004033,47,0.2128,29
CUST004034,47,0.2312,29
CUST004035,47,0.195,29
CUST004036,47,0.3412,29
CUST004037,47,0.0987,29
CUST004038,47,0.1006,29
CUST004039,47,0.254,29
CUST004040,47,0.1875,29
CUST004041,47,0.0856,29
CUST004042,47,0.2631,29
CUST004043,47,0.307,29
CUST004044,47,0.1257,29
CUST004045,47,0.1019,29
CUST004046,47,0.1122,29
CUST004047,47,0.3708,29
CUST004048,47,0.1782,29
CUST004049,47,0.302,29
CUST004050,47,0.0741,29
CUST004051,47,0.4233,29
CUST004052,47,0.1112,29
CUST004053,47,0.2181,29
CUST004054,47,0.2967,29
CUST004055,47,0.1706,29
CUST004056,47,0.1409,29
CUST004057,47,0.1057,29
CUST004058,47,0.1347,29
CUST004059,47,0.4532,29
CUST004060,47,0.0594,29
CUST004061,47,0.246,29
CUST004062,47,0.1724,29
CUST004063,47,0.1176,29
CUST004064,47,0.068,29
CUST004065,47,0.2591,29
CUST004066,47,0.102,29
CUST004067,47,0.3004,29
CUST004068,47,0.1977,29
CUST004069,47,0.0745,29
CUST004070,47,0.1144,29
CUST004071,47,0.0768,29
CUST004072,47,0.1041,29
CUST004073,47,0.2988,29
CUST004074,47,0.1264,29
CUST004075,47,0.1052,29
CUST004076,47,0.1676,29
CUST004077,47,0.1053,29
CUST004078,47,0.1291,29
CUST004079,47,0.1041,29
CUST004080,47,0.2567,29
CUST004081,47,0.0905,29
CUST004082,47,0.2266,29
CUST004083,47,0.2763,29
CUST004084,47,0.0914,29
CUST004085,47,0.3575,29
CUST004086,47,0.0938,29
CUST004087,47,0.2432,29
CUST004088,47,0.1199,29
CUST004089,47,0.1197,29
CUST004090,47,0.117,29
CUST004091,47,0.0984,29
CUST004092,47,0.4156,29
CUST004093,47,0.3494,29
CUST004094,47,0.0898,29
CUST004095,47,0.1854,29
CUST004096,47,0.3575,29
CUST004097,47,0.3351,29
CUST004098,47,0.0799,29
CUST004099,47,0.1115,29
CUST004100,47,0.1244,29
CUST004101,47,0.1112,29
CUST004102,47,0.1101,29
CUST004103,47,0.4434,29
CUST004104,47,0.1549,29
CUST004105,47,0.0958,29
CUST004106,47,0.2389,29
CUST004107,47,0.3071,29
CUST004108,47,0.118,29
CUST004109,47,0.1234,29
CUST004110,47,0.239,29
CUST004111,47,0.2421,29
CUST004112,47,0.12,29
CUST004113,47,0.5204,29
CUST004114,47,0.1248,29
CUST004115,47,0.0833,29
CUST004116,47,0.117,29
CUST004117,47,0.2468,29
CUST004118,47,0.0998,29
CUST004119,47,0.3591,29
CUST004120,47,0.1831,29
CUST004121,47,0.1174,29
CUST004122,47,0.1404,29
CUST004123,47,0.0956,29
CUST004124,47,0.0941,29
CUST004125,47,0.1165,29
CUST004126,47,0.1744,29
CUST004127,47,0.1691,29
CUST004128,47,0.1174,29
CUST004129,47,0.1207,29
CUST004130,47,0.4357,29
CUST004131,47,0.1113,29
CUST004132,47,0.4103,29
CUST004133,47,0.1092,29
CUST004134,47,0.0921,29
CUST004135,47,0.1026,29
CUST004136,47,0.2566,29
CUST004137,47,0.0963,29
CUST004138,47,0.3165,29
CUST004139,47,0.1132,29
CUST004140,47,0.0861,29
CUST004141,47,0.1639,29
CUST004142,47,0.234,29
CUST004143,47,0.1709,29
CUST004144,47,0.1075,29
CUST004145,47,0.2844,29
CUST004146,47,0.1094,29
CUST004147,47,0.1205,29
CUST004148,47,0.4005,29
CUST004149,47,0.104,29
CUST004150,47,0.1156,29
CUST004151,47,0.1222,29
CUST004152,47,0.3054,29
CUST004153,47,0.1478,29
CUST004154,47,0.0885,29
CUST004155,47,0.3976,29
CUST004156,47,0.1046,29
CUST004157,47,0.1713,29
CUST004158,47,0.1019,29
CUST004159,47,0.3994,29
CUST004160,47,0.226,29
CUST004161,47,0.1051,29
CUST004162,47,0.3141,29
CUST004163,47,0.3732,29
CUST004164,47,0.0934,29
CUST004165,47,0.1966,29
CUST004166,47,0.1001,29
CUST004167,47,0.2128,29
CUST004168,47,0.0696,29
CUST004169,47,0.2621,29
CUST004170,47,0.1024,29
CUST004171,47,0.3519,29
CUST004172,47,0.1244,29
CUST004173,47,0.2598,29
CUST004174,47,0.0976,29
CUST004175,47,0.4092,29
CUST004176,47,0.1116,29
CUST004177,47,0.1216,29
CUST004178,47,0.0607,29
CUST004179,47,0.1191,29
CUST004180,47,0.1445,29
CUST004181,47,0.1072,29
CUST004182,47,0.0995,29
CUST004183,47,0.0801,29
CUST004184,47,0.0957,29
CUST004185,47,0.0953,29
CUST004186,47,0.1017,29
CUST004187,47,0.2567,29
CUST004188,47,0.1663,29
CUST004189,47,0.1738,29
CUST004190,47,0.1199,29
CUST004191,47,0.1199,29
CUST004192,47,0.215,29
CUST004193,47,0.1828,29
CUST004194,47,0.2755,29
CUST004195,47,0.1746,29
CUST004196,47,0.1204,29
CUST004197,47,0.1843,29
CUST004198,47,0.154,29
CUST004199,47,0.1676,29
CUST004200,47,0.2024,29
CUST004201,47,0.3719,29
CUST004202,47,0.0978,29
CUST004203,47,0.1143,29
CUST004204,47,0.1489,29
CUST004205,47,0.2596,29
CUST004206,47,0.1149,29
CUST004207,47,0.0535,29
CUST004208,47,0.2309,29
CUST004209,47,0.1154,29
CUST004210,47,0.3591,29
CUST004211,47,0.1458,29
CUST004212,47,0.1626,29
CUST004213,47,0.3084,29
CUST004214,47,0.0572,29
CUST004215,47,0.1068,29
CUST004216,47,0.2476,29
CUST004217,47,0.1537,29
CUST004218,47,0.3568,29
CUST004219,47,0.105,29
CUST004220,47,0.0949,29
CUST004221,47,0.11,29
CUST004222,47,0.0762,29
CUST004223,47,0.1191,29
CUST004224,47,0.1412,29
CUST004225,47,0.2973,29
CUST004226,47,0.1128,29
CUST004227,47,0.0983,29
CUST004228,47,0.4039,29
CUST004229,47,0.2414,29
CUST004230,47,0.0957,29
CUST004231,47,0.182,29
CUST004232,47,0.3794,29
CUST004233,47,0.1284,29
CUST004234,47,0.3243,29
CUST004235,47,0.0855,29
CUST004236,47,0.1881,29
CUST004237,47,0.0872,29
CUST004238,47,0.1138,29
CUST004239,47,0.3697,29
CUST004240,47,0.2933,29
CUST004241,47,0.0844,29
CUST004242,47,0.1206,29
CUST004243,47,0.1103,29
CUST004244,47,0.114,29
CUST004245,47,0.1609,29
CUST004246,47,0.0984,29
CUST004247,47,0.1079,29
CUST004248,47,0.1182,29
CUST004249,47,0.0778,29
CUST004250,47,0.478,29
CUST004251,47,0.119,29
CUST004252,47,0.0758,29
CUST004253,47,0.0971,29
CUST004254,47,0.3757,29
CUST004255,47,0.3831,29
CUST004256,47,0.1071,29
CUST004257,47,0.2819,29
CUST004258,47,0.1284,29
CUST004259,47,0.4796,29
CUST004260,47,0.18,29
CUST004261,47,0.1485,29
CUST004262,47,0.1515,29
CUST004263,47,0.0941,29
CUST004264,47,0.1062,29
CUST004265,47,0.1228,29
CUST004266,47,0.0999,29
CUST004267,47,0.1992,29
CUST004268,47,0.1221,29
CUST004269,47,0.2874,29
CUST004270,47,0.1197,29
CUST004271,47,0.122,29
CUST004272,47,0.0953,29
CUST004273,47,0.12,29
CUST004274,47,0.1008,29
CUST004275,47,0.0407,29
CUST004276,47,0.1085,29
CUST004277,47,0.1236,29
CUST004278,47,0.2596,29
CUST004279,47,0.1398,29
CUST004280,47,0.406,29
CUST004281,47,0.298,29
CUST004282,47,0.1028,29
CUST004283,47,0.1227,29
CUST004284,47,0.141,29
CUST004285,47,0.1061,29
CUST004286,47,0.1149,29
CUST004287,47,0.1693,29
CUST004288,47,0.1294,29
CUST004289,47,0.227,29
CUST004290,47,0.2316,29
CUST004291,47,0.4132,29
CUST004292,47,0.409,29
CUST004293,47,0.389,29
CUST004294,47,0.0686,29
CUST004295,47,0.1164,29
CUST004296,47,0.3631,29
CUST004297,47,0.1311,29
CUST004298,47,0.1161,29
CUST004299,47,0.1402,29
CUST004300,47,0.1448,29
CUST004301,47,0.4153,29
CUST004302,47,0.1842,29
CUST004303,47,0.0986,29
CUST004304,47,0.1468,29
CUST004305,47,0.092,29
CUST004306,47,0.0851,29
CUST004307,47,0.2848,29
CUST004308,47,0.2657,29
CUST004309,47,0.0808,29
CUST004310,47,0.1095,29
CUST004311,47,0.1001,29
CUST004312,47,0.1089,29
CUST004313,47,0.1744,29
CUST004314,47,0.3402,29
CUST004315,47,0.1122,29
CUST004316,47,0.0861,29
CUST004317,47,0.0769,29
CUST004318,47,0.2017,29
CUST004319,47,0.1435,29
CUST004320,47,0.0986,29
CUST004321,47,0.3836,29
CUST004322,47,0.2542,29
CUST004323,47,0.1502,29
CUST004324,47,0.4353,29
CUST004325,47,0.1429,29
CUST004326,47,0.1027,29
CUST004327,47,0.1028,29
CUST004328,47,0.123,29
CUST004329,47,0.5153,29
CUST004330,47,0.0907,29
CUST004331,47,0.3985,29
CUST004332,47,0.0956,29
CUST004333,47,0.1531,29
CUST004334,47,0.4161,29
CUST004335,47,0.0502,29
CUST004336,47,0.122,29
CUST004337,47,0.3096,29
CUST004338,47,0.1069,29
CUST004339,47,0.1091,29
CUST004340,47,0.1313,29
CUST004341,47,0.1711,29
CUST004342,47,0.416,29
CUST004343,47,0.243,29
CUST004344,47,0.1061,29
CUST004345,47,0.0938,29
CUST004346,47,0.2632,29
CUST004347,47,0.1259,29
CUST004348,47,0.1061,29
CUST004349,47,0.3899,29
CUST004350,47,0.2283,29
CUST004351,47,0.2412,29
CUST004352,47,0.102,29
CUST004353,47,0.1609,29
CUST004354,47,0.1107,29
CUST004355,47,0.1215,29
CUST004356,47,0.1307,29
CUST004357,47,0.1071,29
CUST004358,47,0.1144,29
CUST004359,47,0.1122,29
CUST004360,47,0.1335,29
CUST004361,47,0.1116,29
CUST004362,47,0.253,29
CUST004363,47,0.1215,29
CUST004364,47,0.1664,29
CUST004365,47,0.0861,29
CUST004366,47,0.113,29
CUST004367,47,0.1087,29
CUST004368,47,0.1017,29
CUST004369,47,0.1121,29
CUST004370,47,0.1066,29
CUST004371,47,0.3419,29
CUST004372,47,0.1125,29
CUST004373,47,0.2612,29
CUST004374,47,0.3028,29
CUST004375,47,0.1116,29
CUST004376,47,0.2384,29
CUST004377,47,0.1321,29
CUST004378,47,0.0952,29
CUST004379,47,0.1634,29
CUST004380,47,0.1084,29
CUST004381,47,0.0971,29
CUST004382,47,0.2236,29
CUST004383,47,0.1473,29
CUST004384,47,0.0969,29
CUST004385,47,0.0544,29
CUST004386,47,0.1327,29
CUST004387,47,0.1061,29
CUST004388,47,0.2949,29
CUST004389,47,0.1073,29
CUST004390,47,0.2488,29
CUST004391,47,0.1059,29
CUST004392,47,0.1108,29
CUST004393,47,0.1237,29
CUST004394,47,0.089,29
CUST004395,47,0.1163,29
CUST004396,47,0.144,29
CUST004397,47,0.1091,29
CUST004398,47,0.2621,29
CUST004399,47,0.1436,29
CUST004400,47,0.1147,29
CUST004401,47,0.182,29
CUST004402,47,0.3339,29
CUST004403,47,0.1175,29
CUST004404,47,0.112,29
CUST004405,47,0.0736,29
CUST004406,47,0.1075,29
CUST004407,47,0.3018,29
CUST004408,47,0.076,29
CUST004409,47,0.1357,29
CUST004410,47,0.0995,29
CUST004411,47,0.2804,29
CUST004412,47,0.1424,29
CUST004413,47,0.3727,29
CUST004414,47,0.2541,29
CUST004415,47,0.0897,29
CUST004416,47,0.1132,29
CUST004417,47,0.1011,29
CUST004418,47,0.2198,29
CUST004419,47,0.137,29
CUST004420,47,0.2999,29
CUST004421,47,0.1479,29
CUST004422,47,0.1388,29
CUST004423,47,0.0775,29
CUST004424,47,0.2587,29
CUST004425,47,0.2489,29
CUST004426,47,0.1043,29
CUST004427,47,0.1008,29
CUST004428,47,0.2179,29
CUST004429,47,0.5719,29
CUST004430,47,0.3899,29
CUST004431,47,0.1043,29
CUST004432,47,0.2831,29
CUST004433,47,0.1166,29
CUST004434,47,0.4054,29
CUST004435,47,0.1474,29
CUST004436,47,0.0988,29
CUST004437,47,0.102,29
CUST004438,47,0.2102,29
CUST004439,47,0.0978,29
CUST004440,47,0.3493,29
CUST004441,47,0.209,29
CUST004442,47,0.1033,29
CUST004443,47,0.12,29
CUST004444,47,0.3122,29
CUST004445,47,0.5135,29
CUST004446,47,0.2639,29
CUST004447,47,0.2151,29
CUST004448,47,0.136,29
CUST004449,47,0.0812,29
CUST004450,47,0.2692,29
CUST004451,47,0.2195,29
CUST004452,47,0.1711,29
CUST004453,47,0.0413,29
CUST004454,47,0.359,29
CUST004455,47,0.1337,29
CUST004456,47,0.1244,29
CUST004457,47,0.0745,29
CUST004458,47,0.3029,29
CUST004459,47,0.2653,29
CUST004460,47,0.1039,29
CUST004461,47,0.1718,29
CUST004462,47,0.4763,29
CUST004463,47,0.3639,29
CUST004464,47,0.0966,29
CUST004465,47,0.2981,29
CUST004466,47,0.1982,29
CUST004467,47,0.4034,29
CUST004468,47,0.1785,29
CUST004469,47,0.27,29
CUST004470,47,0.1198,29
CUST004471,47,0.1098,29
CUST004472,47,0.4585,29
CUST004473,47,0.0965,29
CUST004474,47,0.2908,29
CUST004475,47,0.1495,29
CUST004476,47,0.0801,29
CUST004477,47,0.0893,29
CUST004478,47,0.1165,29
CUST004479,47,0.1053,29
CUST004480,47,0.2922,29
CUST004481,47,0.4133,29
CUST004482,47,0.1752,29
CUST004483,47,0.1404,29
CUST004484,47,0.2742,29
CUST004485,47,0.548,29
CUST004486,47,0.1744,29
CUST004487,47,0.1074,29
CUST004488,47,0.4338,29
CUST004489,47,0.1094,29
CUST004490,47,0.1342,29
CUST004491,47,0.1629,29
CUST004492,47,0.1409,29
CUST004493,47,0.0959,29
CUST004494,47,0.211,29
CUST004495,47,0.1001,29
CUST004496,47,0.3813,29
CUST004497,47,0.1146,29
CUST004498,47,0.0979,29
CUST004499,47,0.168,29
CUST004500,47,0.1237,29
CUST004501,47,0.1468,29
CUST004502,47,0.2382,29
CUST004503,47,0.1023,29
CUST004504,47,0.2503,29
CUST004505,47,0.3161,29
CUST004506,47,0.2699,29
CUST004507,47,0.2675,29
CUST004508,47,0.1779,29
CUST004509,47,0.1234,29
CUST004510,47,0.1169,29
CUST004511,47,0.1103,29
CUST004512,47,0.4691,29
CUST004513,47,0.5287,29
CUST004514,47,0.0814,29
CUST004515,47,0.4157,29
CUST004516,47,0.2933,29
CUST004517,47,0.2151,29
CUST004518,47,0.0988,29
CUST004519,47,0.4009,29
CUST004520,47,0.3615,29
CUST004521,47,0.2266,29
CUST004522,47,0.093,29
CUST004523,47,0.1017,29
CUST004524,47,0.0833,29
CUST004525,47,0.096,29
CUST004526,47,0.1013,29
CUST004527,47,0.1081,29
CUST004528,47,0.1081,29
CUST004529,47,0.1615,29
CUST004530,47,0.1048,29
CUST004531,47,0.2741,29
CUST004532,47,0.4864,29
CUST004533,47,0.294,29
CUST004534,47,0.2156,29
CUST004535,47,0.0884,29
CUST004536,47,0.1165,29
CUST004537,47,0.1719,29
CUST004538,47,0.1246,29
CUST004539,47,0.0978,29
CUST004540,47,0.1962,29
CUST004541,47,0.1023,29
CUST004542,47,0.3459,29
CUST004543,47,0.0996,29
CUST004544,47,0.1084,29
CUST004545,47,0.1248,29
CUST004546,47,0.1099,29
CUST004547,47,0.1337,29
CUST004548,47,0.2136,29
CUST004549,47,0.457,29
CUST004550,47,0.1711,29
CUST004551,47,0.306,29
CUST004552,47,0.2192,29
CUST004553,47,0.37,29
CUST004554,47,0.0772,29
CUST004555,47,0.0663,29
CUST004556,47,0.2134,29
CUST004557,47,0.142,29
CUST004558,47,0.1022,29
CUST004559,47,0.103,29
CUST004560,47,0.1103,29
CUST004561,47,0.1173,29
CUST004562,47,0.1954,29
CUST004563,47,0.1204,29
CUST004564,47,0.1112,29
CUST004565,47,0.1121,29
CUST004566,47,0.1029,29
CUST004567,47,0.449,29
CUST004568,47,0.1423,29
CUST004569,47,0.1139,29
CUST004570,47,0.1668,29
CUST004571,47,0.0568,29
CUST004572,47,0.132,29
CUST004573,47,0.074,29
CUST004574,47,0.0899,29
CUST004575,47,0.1071,29
CUST004576,47,0.103,29
CUST004577,47,0.3884,29
CUST004578,47,0.2664,29
CUST004579,47,0.1434,29
CUST004580,47,0.1163,29
CUST004581,47,0.3821,29
CUST004582,47,0.0963,29
CUST004583,47,0.1233,29
CUST004584,47,0.1543,29
CUST004585,47,0.1534,29
CUST004586,47,0.1013,29
CUST004587,47,0.0952,29
CUST004588,47,0.0841,29
CUST004589,47,0.2587,29
CUST004590,47,0.1181,29
CUST004591,47,0.1192,29
CUST004592,47,0.1155,29
CUST004593,47,0.0997,29
CUST004594,47,0.2188,29
CUST004595,47,0.3726,29
CUST004596,47,0.3508,29
CUST004597,47,0.1321,29
CUST004598,47,0.1091,29
CUST004599,47,0.3613,29
CUST004600,47,0.1927,29
CUST004601,47,0.0895,29
CUST004602,47,0.4016,29
CUST004603,47,0.1834,29
CUST004604,47,0.1178,29
CUST004605,47,0.1428,29
CUST004606,47,0.1189,29
CUST004607,47,0.1754,29
CUST004608,47,0.1057,29
CUST004609,47,0.1095,29
CUST004610,47,0.0994,29
CUST004611,47,0.2196,29
CUST004612,47,0.2236,29
CUST004613,47,0.5328,29
CUST004614,47,0.2062,29
CUST004615,47,0.1225,29
CUST004616,47,0.1687,29
CUST004617,47,0.1566,29
CUST004618,47,0.2679,29
CUST004619,47,0.1396,29
CUST004620,47,0.1585,29
CUST004621,47,0.1641,29
CUST004622,47,0.068,29
CUST004623,47,0.119,29
CUST004624,47,0.1211,29
CUST004625,47,0.1623,29
CUST004626,47,0.1256,29
CUST004627,47,0.2082,29
CUST004628,47,0.082,29
CUST004629,47,0.1959,29
CUST004630,47,0.1618,29
CUST004631,47,0.063,29
CUST004632,47,0.0973,29
CUST004633,47,0.1192,29
CUST004634,47,0.0981,29
CUST004635,47,0.1672,29
CUST004636,47,0.3893,29
CUST004637,47,0.1017,29
CUST004638,47,0.0999,29
CUST004639,47,0.1012,29
CUST004640,47,0.3125,29
CUST004641,47,0.115,29
CUST004642,47,0.2774,29
CUST004643,47,0.1195,29
CUST004644,47,0.298,29
CUST004645,47,0.1581,29
CUST004646,47,0.1187,29
CUST004647,47,0.1706,29
CUST004648,47,0.1012,29
CUST004649,47,0.1051,29
CUST004650,47,0.1075,29
CUST004651,47,0.1207,29
CUST004652,47,0.1041,29
CUST004653,47,0.0948,29
CUST004654,47,0.1204,29
CUST004655,47,0.1861,29
CUST004656,47,0.0975,29
CUST004657,47,0.1304,29
CUST004658,47,0.3827,29
CUST004659,47,0.1412,29
CUST004660,47,0.3958,29
CUST004661,47,0.1037,29
CUST004662,47,0.2902,29
CUST004663,47,0.1722,29
CUST004664,47,0.1206,29
CUST004665,47,0.1688,29
CUST004666,47,0.1182,29
CUST004667,47,0.0995,29
CUST004668,47,0.4728,29
CUST004669,47,0.2713,29
CUST004670,47,0.1161,29
CUST004671,47,0.1004,29
CUST004672,47,0.0934,29
CUST004673,47,0.1087,29
CUST004674,47,0.2543,29
CUST004675,47,0.1114,29
CUST004676,47,0.125,29
CUST004677,47,0.316,29
CUST004678,47,0.0513,29
CUST004679,47,0.0995,29
CUST004680,47,0.27,29
CUST004681,47,0.114,29
CUST004682,47,0.1284,29
CUST004683,47,0.4014,29
CUST004684,47,0.1176,29
CUST004685,47,0.402,29
CUST004686,47,0.1244,29
CUST004687,47,0.2387,29
CUST004688,47,0.3157,29
CUST004689,47,0.0937,29
CUST004690,47,0.086,29
CUST004691,47,0.0965,29
CUST004692,47,0.1546,29
CUST004693,47,0.2428,29
CUST004694,47,0.2405,29
CUST004695,47,0.0796,29
CUST004696,47,0.1693,29
CUST004697,47,0.1487,29
CUST004698,47,0.1728,29
CUST004699,47,0.1603,29
CUST004700,47,0.2933,29
CUST004701,47,0.3018,29
CUST004702,47,0.1942,29
CUST004703,47,0.1522,29
CUST004704,47,0.1307,29
CUST004705,47,0.2231,29
CUST004706,47,0.2564,29
CUST004707,47,0.1921,29
CUST004708,47,0.116,29
CUST004709,47,0.1531,29
CUST004710,47,0.106,29
CUST004711,47,0.1168,29
CUST004712,47,0.0815,29
CUST004713,47,0.1083,29
CUST004714,47,0.2771,29
CUST004715,47,0.4434,29
CUST004716,47,0.4842,29
CUST004717,47,0.2122,29
CUST004718,47,0.3337,29
CUST004719,47,0.1132,29
CUST004720,47,0.1974,29
CUST004721,47,0.3077,29
CUST004722,47,0.1264,29
CUST004723,47,0.093,29
CUST004724,47,0.172,29
CUST004725,47,0.1249,29
CUST004726,47,0.2199,29
CUST004727,47,0.1702,29
CUST004728,47,0.12,29
CUST004729,47,0.0971,29
CUST004730,47,0.3846,29
CUST004731,47,0.2751,29
CUST004732,47,0.2225,29
CUST004733,47,0.1116,29
CUST004734,47,0.3939,29
CUST004735,47,0.3844,29
CUST004736,47,0.1178,29
CUST004737,47,0.1229,29
CUST004738,47,0.1706,29
CUST004739,47,0.3912,29
CUST004740,47,0.0948,29
CUST004741,47,0.1363,29
CUST004742,47,0.1012,29
CUST004743,47,0.1199,29
CUST004744,47,0.2931,29
CUST004745,47,0.193,29
CUST004746,47,0.2931,29
CUST004747,47,0.1441,29
CUST004748,47,0.4476,29
CUST004749,47,0.1276,29
CUST004750,47,0.1396,29
CUST004751,47,0.1231,29
CUST004752,47,0.2234,29
CUST004753,47,0.4346,29
CUST004754,47,0.0768,29
CUST004755,47,0.0668,29
CUST004756,47,0.169,29
CUST004757,47,0.1718,29
CUST004758,47,0.0978,29
CUST004759,47,0.1061,29
CUST004760,47,0.2318,29
CUST004761,47,0.1714,29
CUST004762,47,0.232,29
CUST004763,47,0.2171,29
CUST004764,47,0.116,29
CUST004765,47,0.2585,29
CUST004766,47,0.2427,29
CUST004767,47,0.2241,29
CUST004768,47,0.2642,29
CUST004769,47,0.1789,29
CUST004770,47,0.3121,29
CUST004771,47,0.4452,29
CUST004772,47,0.1432,29
CUST004773,47,0.1195,29
CUST004774,47,0.0719,29
CUST004775,47,0.1174,29
CUST004776,47,0.1065,29
CUST004777,47,0.2552,29
CUST004778,47,0.2126,29
CUST004779,47,0.1623,29
CUST004780,47,0.141,29
CUST004781,47,0.0858,29
CUST004782,47,0.0879,29
CUST004783,47,0.4714,29
CUST004784,47,0.0967,29
CUST004785,47,0.5404,29
CUST004786,47,0.1273,29
CUST004787,47,0.4885,29
CUST004788,47,0.1561,29
CUST004789,47,0.3506,29
CUST004790,47,0.0791,29
CUST004791,47,0.1506,29
CUST004792,47,0.1061,29
CUST004793,47,0.1101,29
CUST004794,47,0.0897,29
CUST004795,47,0.1988,29
CUST004796,47,0.1957,29
CUST004797,47,0.2514,29
CUST004798,47,0.222,29
CUST004799,47,0.1536,29
CUST004800,47,0.0973,29
CUST004801,47,0.1057,29
CUST004802,47,0.2406,29
CUST004803,47,0.2244,29
CUST004804,47,0.107,29
CUST004805,47,0.102,29
CUST004806,47,0.1763,29
CUST004807,47,0.0938,29
CUST004808,47,0.0878,29
CUST004809,47,0.136,29
CUST004810,47,0.0904,29
CUST004811,47,0.1886,29
CUST004812,47,0.1039,29
CUST004813,47,0.104,29
CUST004814,47,0.1186,29
CUST004815,47,0.2421,29
CUST004816,47,0.3959,29
CUST004817,47,0.5111,29
CUST004818,47,0.2978,29
CUST004819,47,0.0952,29
CUST004820,47,0.2985,29
CUST004821,47,0.2301,29
CUST004822,47,0.2233,29
CUST004823,47,0.1536,29
CUST004824,47,0.2547,29
CUST004825,47,0.1044,29
CUST004826,47,0.2157,29
CUST004827,47,0.1903,29
CUST004828,47,0.2011,29
CUST004829,47,0.1061,29
CUST004830,47,0.2434,29
CUST004831,47,0.1143,29
CUST004832,47,0.1123,29
CUST004833,47,0.1012,29
CUST004834,47,0.3316,29
CUST004835,47,0.1106,29
CUST004836,47,0.1083,29
CUST004837,47,0.2623,29
CUST004838,47,0.1022,29
CUST004839,47,0.1004,29
CUST004840,47,0.2602,29
CUST004841,47,0.1238,29
CUST004842,47,0.1227,29
CUST004843,47,0.2407,29
CUST004844,47,0.1107,29
CUST004845,47,0.1725,29
CUST004846,47,0.2761,29
CUST004847,47,0.1098,29
CUST004848,47,0.4038,29
CUST004849,47,0.0747,29
CUST004850,47,0.1113,29
CUST004851,47,0.1929,29
CUST004852,47,0.2418,29
CUST004853,47,0.0943,29
CUST004854,47,0.1957,29
CUST004855,47,0.1444,29
CUST004856,47,0.3476,29
CUST004857,47,0.1525,29
CUST004858,47,0.511,29
CUST004859,47,0.1136,29
CUST004860,47,0.1697,29
CUST004861,47,0.2693,29
CUST004862,47,0.0949,29
CUST004863,47,0.2316,29
CUST004864,47,0.3075,29
CUST004865,47,0.0861,29
CUST004866,47,0.1895,29
CUST004867,47,0.0871,29
CUST004868,47,0.3056,29
CUST004869,47,0.1809,29
CUST004870,47,0.0931,29
CUST004871,47,0.5585,29
CUST004872,47,0.5588,29
CUST004873,47,0.1712,29
CUST004874,47,0.1124,29
CUST004875,47,0.0757,29
CUST004876,47,0.1668,29
CUST004877,47,0.0827,29
CUST004878,47,0.1234,29
